id_perkara;jenis_perkara;tingkat;usia_tersangka;jenis_kelamin;domisili;pendidikan;jumlah_bb;nilai_kerugian;pasal_utama;residivis;tgl_mulai;tgl_selesai;lama_proses_hari;status_akhir
PIDUM-100911;KDRT;Penuntutan;29.0;L;Jateng;SMP;4;39558;KUHP_378;Tidak;2/7/2024;4/13/2024;66;P21
PIDUM-100912;Narkotika;Prapenuntutan;40.0;L;Sumut;SMP;1;335372;KUHP_362;Tidak;4/27/2024;7/5/2024;69;P21
PIDUM-100913;Pencurian;Penuntutan;15.0;P;Banten;D3;1;561146;KUHP_362;Tidak;3/4/2024;3/9/2024;5;P21
PIDUM-100914;  Penganiayaan  ;Prapenuntutan;44.0;L;Jabar;SMA;2;53197;KUHP_351;Tidak;4/6/2024;5/29/2024;53;SP3
PIDUM-100915;;Prapenuntutan;41.0;L;Banten;D3;3;370245;KUHP_362;Ya;3/9/2024;5/26/2024;78;Tahap II
PIDUM-100916;Penganiayaan;Penuntutan;26.0;L;DKI;SMA;3;873938;KUHP_303;Tidak;2/11/2024;5/2/2024;81;P21
PIDUM-100917;Pencurian;Penuntutan;35.0;L;Jatim;SMA;1;162389;KUHP_303;Ya;12/21/2024;1/23/2025;33;P21
PIDUM-100918;Narkotika;Penuntutan;31.0;P;Sulsel;SMA;3;71825;KUHP_351;Tidak;6/22/2024;10/25/2024;125;SP3
PIDUM-100919;Perjudian;Penuntutan;42.0;L;Jabar;SMP;2;184060;KUHP_351;Tidak;1/19/2024;2/28/2024;40;P21
PIDUM-100920;Penipuan;Penuntutan;39.0;L;Jateng;SMA;3;93851;KUHP_351;Tidak;8/31/2024;12/22/2024;113;Tahap II
PIDUM-100921;Pencurian;Prapenuntutan;18.0;L;Sulsel;S1;3;87839;UU_23_2004_44;Tidak;3/21/2024;6/21/2024;92;SP3
PIDUM-100922;Penipuan;Prapenuntutan;36.0;L;Sumut;SMP;3;250993;UU_35_2009_112;Tidak;9/26/2024;11/14/2024;49;P21
PIDUM-100923;Penganiayaan;Prapenuntutan;29.0;L;DKI;SMA;3;32737;KUHP_378;Tidak;7/12/2024;12/5/2024;146;Tahap II
PIDUM-100924;pencurian;prapenuntutan;31.0;L;DKI;SMA;5;38409;UU_35_2009_112;Tidak;3/7/2024;4/3/2024;27;P21
PIDUM-100925;Perjudian;Prapenuntutan;24.0;L;Banten;SMA;5;165924;KUHP_378;Tidak;1/3/2024;4/23/2024;111;Tahap II
PIDUM-100926;Penganiayaan;Prapenuntutan;46.0;L;DKI;S1;4;159164;UU_35_2009_112;Tidak;2/7/2024;6/1/2024;115;Tahap II
PIDUM-100927;Penganiayaan;Prapenuntutan;40.0;P;Jabar;D3;1;47695770;KUHP_351;Ya;4/3/2024;5/21/2024;48;RJ
PIDUM-100928;Pencurian;Penuntutan;24.0;L;Banten;SD;4;1061533;KUHP_378;Tidak;4/30/2024;9/7/2024;130;SP3
PIDUM-100929;Perjudian;Prapenuntutan;18.0;L;Sulsel;S1;2;180685;KUHP_378;Tidak;2/5/2024;4/9/2024;64;Tahap II
PIDUM-100930;  Penipuan  ;Prapenuntutan;27.0;L;DKI;SMA;1;296016;KUHP_351;Tidak;1/19/2024;4/14/2024;86;P21
PIDUM-100931;Narkotika;Prapenuntutan;34.0;L;Sumut;S1;2;61357;KUHP_362;Tidak;8/4/2024;10/28/2024;85;Tahap II
PIDUM-100932;Penipuan;Penuntutan;33.0;P;Sulsel;SMA;2;350788;KUHP_351;Ya;5/14/2025;7/22/2025;69;SP3
PIDUM-100933;Pencurian;Penuntutan;42.0;L;Jateng;S1;7;96144;UU_35_2009_112;Tidak;3/30/2024;7/15/2024;107;SP3
PIDUM-100934;Narkotika;Penuntutan;38.0;P;Sumut;SD;4;174804;KUHP_378;Ya;1/23/2024;5/8/2024;106;Tahap II
PIDUM-100935;Penganiayaan;Prapenuntutan;39.0;L;DIY;SMA;2;145969;UU_23_2004_44;Tidak;2/8/2024;2/13/2024;5;Tahap II
PIDUM-100936;Pencurian;Prapenuntutan;33.0;L;Jabar;S1;3;457244;KUHP_362;Ya;1/3/2024;5/9/2024;127;Tahap II
PIDUM-100937;Narkotika;Prapenuntutan;18.0;L;Jateng;SMP;3;43915;KUHP_351;Tidak;10/21/2024;10/29/2024;8;P21
PIDUM-100938;KDRT;Prapenuntutan;29.0;L;Jateng;SD;5;16593;KUHP_362;Tidak;1/16/2024;5/11/2024;116;P21
PIDUM-100939;Pencurian;Prapenuntutan;40.0;L;Banten;D3;4;131474;UU_35_2009_112;Tidak;4/13/2024;8/11/2024;120;Tahap II
PIDUM-100940;Penganiayaan;Prapenuntutan;30.0;L;Jatim;D3;1;260024;UU_35_2009_112;Tidak;2/8/2024;3/10/2024;31;Tahap II
pidum-100941;Pencurian;Prapenuntutan;35.0;L;Banten;SMP;2;189523;KUHP_378;Tidak;4/6/2024;6/3/2024;58;SP3
pidum-100942;Penganiayaan;Penuntutan;28.0;P;Jabar;S1;2;558050;KUHP_351;Tidak;5/6/2024;6/5/2024;30;SP3
PIDUM-100943;KDRT;Penuntutan;21.0;L;Jabar;SMA;3;252047;KUHP_378;Tidak;7/31/2024;10/5/2024;66;P21
PIDUM-100944;Narkotika;Prapenuntutan;29.0;L;Banten;SMA;3;92609;UU_23_2004_44;Tidak;1/28/2024;3/30/2024;62;P21
PIDUM-100945;Narkotika;Prapenuntutan;33.0;L;Jatim;D3;6;15908;UU_23_2004_44;Tidak;1/2/2024;4/17/2024;106;RJ
PIDUM-100946;Penipuan;Prapenuntutan;25.0;L;Sumut;SMA;0;128372;UU_23_2004_44;Tidak;1/18/2024;5/24/2024;127;P21
  PIDUM-100947  ;Pencurian;Prapenuntutan;28.0;L;Banten;SMP;2;454957;KUHP_303;Tidak;10/3/2024;2/10/2025;130;SP3
PIDUM-100948;Narkotika;Penuntutan;nan;L;Jabar;SMP;2;109968;UU_23_2004_44;Tidak;9/5/2024;10/27/2024;52;P21
PIDUM-100949;Narkotika;Prapenuntutan;41.0;P;Jatim;SMA;2;167429;KUHP_351;Tidak;4/19/2024;6/24/2024;66;P21
PIDUM-100950;Narkotika;Penuntutan;28.0;P;Jabar;SMA;5;248043;KUHP_362;Tidak;4/20/2024;4/27/2024;7;P21
PIDUM-100951;KDRT;Prapenuntutan;44.0;L;Jatim;D3;0;58965;KUHP_362;Tidak;5/11/2024;6/22/2024;42;RJ
PIDUM-100952;Penipuan;Penuntutan;44.0;P;Jatim;D3;2;303530;KUHP_378;Tidak;1/24/2024;5/16/2024;113;Tahap II
PIDUM-100953;Penganiayaan;Prapenuntutan;30.0;L;Sulsel;SMA;1;836617;UU_23_2004_44;Tidak;10/21/2024;3/9/2025;139;RJ
PIDUM-100954;Perjudian;Penuntutan;21.0;L;Banten;D3;4;136924;KUHP_362;Tidak;3/6/2024;3/31/2024;25;Tahap II
PIDUM-100955;Pencurian;Prapenuntutan;nan;L;Banten;SMP;1;52624;KUHP_378;Tidak;2/27/2024;4/18/2024;51;Tahap II
PIDUM-100956;Pencurian;Penuntutan;17.0;L;Banten;SD;2;152268;KUHP_303;Tidak;3/28/2024;6/9/2024;73;P21
PIDUM-100957;Pencurian;Prapenuntutan;18.0;L;Jatim;S1;1;17599;UU_23_2004_44;Tidak;1/6/2024;4/1/2024;86;P21
PIDUM-100958;Penganiayaan;Prapenuntutan;43.0;L;Jatim;SD;4;227954;KUHP_378;Tidak;1/22/2024;3/4/2024;42;P21
PIDUM-100959;  Narkotika  ;Penuntutan;32.0;L;Jabar;SMP;1;255831;UU_23_2004_44;Tidak;6/9/2024;9/8/2024;91;Tahap II
PIDUM-100960;Narkotika;Penuntutan;34.0;L;Jateng;SMA;2;47695770;KUHP_351;Ya;1/11/2024;3/7/2024;56;P21
PIDUM-100961;KDRT;Penuntutan;15.0;L;Banten;SMA;4;134054;KUHP_351;Tidak;4/20/2024;7/3/2024;74;Tahap II
PIDUM-100962;Narkotika;Penuntutan;nan;P;Sulsel;S1;3;244870;UU_35_2009_112;Tidak;2/3/2024;5/9/2024;96;Tahap II
PIDUM-100963;Narkotika;Penuntutan;38.0;L;DIY;SMP;6;68782;UU_35_2009_112;Tidak;2/29/2024;5/14/2024;75;Tahap II
PIDUM-100964;Pencurian;Prapenuntutan;33.0;L;Jabar;SD;4;113956;KUHP_362;Tidak;2/10/2024;4/7/2024;57;SP3
pidum-100965;Pencurian;Prapenuntutan;29.0;L;Jabar;SMP;0;35412;KUHP_378;Tidak;2/22/2024;5/2/2024;70;P21
PIDUM-100966;NARKOTIKA;PRAPENUNTUTAN;36.0;L;DKI;SMA;1;133948;KUHP_303;Tidak;6/1/2024;8/11/2024;71;P21
PIDUM-100967;Narkotika;PENUNTUTAN;45.0;L;Banten;SMA;1;119933;KUHP_303;Tidak;2/12/2024;4/12/2024;60;P21
  PIDUM-100968  ;Perjudian;Prapenuntutan;nan;L;Sumut;SMA;2;219520;KUHP_351;Tidak;4/10/2024;6/13/2024;64;P21
PIDUM-100969;Pencurian;prapenuntutan;31.0;L;Jabar;S1;0;87238;UU_35_2009_112;Tidak;3/18/2024;8/3/2024;138;Tahap II
PIDUM-100970;Pencurian;PENUNTUTAN;32.0;L;DKI;S1;5;176900;KUHP_351;Tidak;5/10/2024;8/15/2024;97;P21
PIDUM-100971;Narkotika;Penuntutan;52.0;L;DIY;SMP;5;116613;KUHP_362;Tidak;11/27/2024;1/29/2025;63;P21
PIDUM-100972;Penganiayaan;Prapenuntutan;15.0;L;Sulsel;SMA;6;116832;UU_35_2009_112;Tidak;6/7/2024;9/17/2024;102;Tahap II
PIDUM-100973;Pencurian;Prapenuntutan;37.0;L;DIY;SMA;0;176374;KUHP_362;Tidak;1/30/2024;3/31/2024;61;Tahap II
PIDUM-100974;Penipuan;Prapenuntutan;29.0;L;Sumut;S1;2;169485;KUHP_362;Tidak;1/4/2024;5/4/2024;121;SP3
PIDUM-100975;Pencurian;Prapenuntutan;36.0;P;Banten;S1;3;348423;KUHP_303;Ya;2/6/2024;5/5/2024;89;P21
PIDUM-100976;Narkotika;Prapenuntutan;25.0;L;Jatim;SMP;2;144257;KUHP_362;Tidak;4/18/2024;6/27/2024;70;P21
PIDUM-100977;Penganiayaan;Penuntutan;nan;P;DKI;SMA;5;114704;UU_23_2004_44;Tidak;1/7/2024;4/8/2024;92;P21
PIDUM-100978;Pencurian;Penuntutan;37.0;L;Jatim;SMA;3;135834;UU_35_2009_112;Tidak;3/23/2024;4/4/2024;12;Tahap II
PIDUM-100979;Penganiayaan;Penuntutan;59.0;P;DIY;SD;5;79645;UU_23_2004_44;Tidak;4/19/2024;5/18/2024;29;P21
PIDUM-100980;Perjudian;Prapenuntutan;38.0;L;DIY;SD;2;113560;KUHP_362;Tidak;2/18/2024;3/16/2024;27;Tahap II
PIDUM-100981;;Penuntutan;23.0;L;Jateng;SMA;1;1240665;KUHP_378;Ya;6/25/2024;9/13/2024;80;Tahap II
  PIDUM-100982  ;Penipuan;Prapenuntutan;27.0;P;Jateng;SMA;4;65337;KUHP_351;Tidak;1/14/2024;6/6/2024;144;P21
PIDUM-100983;Pencurian;Prapenuntutan;26.0;L;Sulsel;SD;1;123172;KUHP_303;Tidak;1/10/2024;6/22/2024;164;Tahap II
PIDUM-100984;Penipuan;Penuntutan;15.0;L;Sumut;SMA;3;110471;KUHP_351;Tidak;6/5/2024;9/13/2024;100;Tahap II
PIDUM-100985;Penganiayaan;Prapenuntutan;28.0;L;Jateng;SMP;0;127112;KUHP_351;Tidak;3/23/2024;6/26/2024;95;Tahap II
PIDUM-100986;PENIPUAN;Prapenuntutan;nan;L;Jateng;SMA;2;116863;KUHP_303;Tidak;5/19/2024;5/24/2024;5;P21
PIDUM-100987;Narkotika;Penuntutan;19.0;P;Sumut;SMP;1;215182;KUHP_351;Ya;3/9/2024;5/1/2024;53;P21
PIDUM-100988;KDRT;Prapenuntutan;40.0;L;Jabar;SMP;6;29431;KUHP_362;Tidak;2/3/2024;3/17/2024;43;RJ
PIDUM-100989;penganiayaan;Penuntutan;35.0;L;Jateng;SMA;2;459168;UU_35_2009_112;Tidak;7/24/2024;9/12/2024;50;P21
PIDUM-100990;Pencurian;Prapenuntutan;24.0;L;Jabar;SMP;3;306380;KUHP_378;Tidak;7/11/2024;9/17/2024;68;P21
PIDUM-100991;Pencurian;Penuntutan;29.0;L;Jabar;SMA;3;46963;KUHP_351;Tidak;5/22/2024;7/17/2024;56;P21
PIDUM-100992;Perjudian;Prapenuntutan;45.0;L;Banten;SMP;0;16830;UU_35_2009_112;Tidak;2/8/2024;2/13/2024;5;Tahap II
PIDUM-100993;Narkotika;Prapenuntutan;37.0;L;Jabar;SMA;0;61262;KUHP_362;Tidak;4/17/2024;7/30/2024;104;Tahap II
PIDUM-100994;;Penuntutan;31.0;L;Jabar;SMP;1;127686;KUHP_378;Tidak;2/23/2024;3/26/2024;32;RJ
PIDUM-100995;Penganiayaan;Prapenuntutan;28.0;L;Jateng;SMA;0;2148524;KUHP_303;Tidak;1/12/2024;4/5/2024;84;P21
PIDUM-100996;  Penganiayaan  ;Prapenuntutan;31.0;P;Jabar;SMA;2;280199;UU_35_2009_112;Tidak;10/26/2024;4/1/2025;157;P21
PIDUM-100997;Pencurian;Prapenuntutan;26.0;L;Jatim;SD;2;26699;UU_35_2009_112;Ya;1/18/2024;2/25/2024;38;Tahap II
PIDUM-100998;KDRT;Prapenuntutan;15.0;L;Sumut;SMA;5;81662;KUHP_362;Tidak;12/26/2024;12/31/2024;5;RJ
PIDUM-100999;Penipuan;PRAPENUNTUTAN;49.0;L;Jateng;SD;1;154320;KUHP_362;Tidak;3/11/2024;5/13/2024;63;P21
PIDUM-101000;KDRT;Prapenuntutan;32.0;L;Sumut;SMA;3;209752;KUHP_362;Ya;1/25/2024;5/23/2024;119;Tahap II
PIDUM-101001;  Penganiayaan  ;Penuntutan;34.0;L;DKI;SMP;1;43706;UU_35_2009_112;Ya;4/3/2024;9/3/2024;153;Tahap II
PIDUM-101002;Narkotika;Prapenuntutan;30.0;P;Jateng;SMA;5;142202;UU_35_2009_112;Ya;9/4/2024;9/29/2024;25;P21
PIDUM-101003;Penipuan;Prapenuntutan;24.0;L;Jabar;SMA;0;79408;UU_23_2004_44;Tidak;6/7/2024;9/9/2024;94;P21
PIDUM-101004;Penganiayaan;Prapenuntutan;29.0;P;Jatim;S1;2;53973;KUHP_362;Tidak;7/16/2024;9/10/2024;56;SP3
PIDUM-101005;Perjudian;Penuntutan;16.0;L;Sumut;SMA;1;210996;KUHP_378;Tidak;5/9/2024;7/18/2024;70;P21
PIDUM-101006;KDRT;Penuntutan;51.0;L;Jateng;SMA;2;352877;UU_35_2009_112;Ya;5/21/2024;11/17/2024;180;Tahap II
PIDUM-101007;Perjudian;Prapenuntutan;19.0;L;Jatim;SMA;2;377392;UU_35_2009_112;Tidak;8/15/2024;8/29/2024;14;Tahap II
PIDUM-101008;Penipuan;Penuntutan;21.0;L;Sumut;S1;1;289059;UU_23_2004_44;Tidak;2/4/2024;4/29/2024;85;P21
PIDUM-101009;Penganiayaan;prapenuntutan;27.0;L;DKI;D3;1;98975;KUHP_362;Tidak;3/21/2024;6/22/2024;93;Tahap II
PIDUM-101010;Penganiayaan;Penuntutan;42.0;P;DIY;SMP;4;332551;KUHP_362;Tidak;1/31/2024;5/28/2024;118;Tahap II
PIDUM-101011;KDRT;Prapenuntutan;31.0;L;Sulsel;S1;4;221694;KUHP_378;Tidak;6/11/2025;8/28/2025;78;P21
PIDUM-101012;Pencurian;Penuntutan;19.0;P;Sulsel;SMA;2;186081;KUHP_351;Tidak;12/12/2024;3/9/2025;87;RJ
PIDUM-101013;Penipuan;Penuntutan;42.0;L;DKI;D3;0;88283;KUHP_362;Tidak;1/5/2024;3/4/2024;59;SP3
PIDUM-101014;PENIPUAN;Prapenuntutan;37.0;L;DIY;D3;1;99024;KUHP_351;Tidak;5/26/2024;8/19/2024;85;RJ
PIDUM-101015;Narkotika;Prapenuntutan;35.0;L;Banten;SMP;6;175235;KUHP_351;Tidak;11/7/2024;1/7/2025;61;P21
PIDUM-101016;KDRT;Prapenuntutan;37.0;L;DIY;SMA;1;1867057;KUHP_378;Tidak;1/24/2024;5/2/2024;99;P21
PIDUM-101017;Penganiayaan;Penuntutan;52.0;P;Banten;SMP;5;219969;KUHP_362;Ya;4/10/2024;6/9/2024;60;Tahap II
  PIDUM-101018  ;Penganiayaan;Prapenuntutan;nan;P;Jateng;SMP;1;88327;UU_35_2009_112;Tidak;10/23/2024;1/21/2025;90;SP3
PIDUM-101019;Pencurian;Prapenuntutan;24.0;L;Banten;SMP;5;70799;UU_35_2009_112;Tidak;1/5/2024;3/18/2024;73;Tahap II
PIDUM-101020;Narkotika;Penuntutan;45.0;L;Sulsel;SMA;3;99531;UU_35_2009_112;Tidak;5/23/2024;9/20/2024;120;Tahap II
PIDUM-101021;Penganiayaan;Prapenuntutan;34.0;L;Sulsel;SMP;1;1435887;UU_23_2004_44;Ya;2/12/2024;4/24/2024;72;SP3
pidum-101022;Penganiayaan;Penuntutan;35.0;L;Jatim;SD;1;109178;KUHP_362;Tidak;11/5/2024;11/10/2024;5;RJ
PIDUM-101023;Perjudian;Penuntutan;15.0;L;Banten;SMA;3;403072;UU_23_2004_44;Tidak;3/1/2025;7/4/2025;125;P21
PIDUM-101024;KDRT;Penuntutan;29.0;L;Jatim;SMP;5;111755;KUHP_378;Tidak;12/12/2024;1/19/2025;38;RJ
PIDUM-101025;Pencurian;Penuntutan;23.0;L;Sulsel;SD;2;211331;KUHP_303;Tidak;3/18/2024;5/5/2024;2020;P21
PIDUM-101026;PENGANIAYAAN;Prapenuntutan;38.0;L;Sumut;SMP;1;359239;UU_35_2009_112;Ya;8/25/2024;10/15/2024;51;Tahap II
PIDUM-101027;KDRT;prapenuntutan;40.0;L;Sumut;SMA;0;91866;UU_35_2009_112;Tidak;8/11/2024;12/18/2024;129;Tahap II
PIDUM-101028;Pencurian;Prapenuntutan;15.0;L;DIY;SMA;2;85724;UU_23_2004_44;Ya;2/16/2024;2/21/2024;5;SP3
PIDUM-101029;Pencurian;Prapenuntutan;30.0;L;DIY;SD;6;855011;UU_23_2004_44;Tidak;7/30/2024;2/15/2025;200;SP3
PIDUM-101030;Pencurian;Penuntutan;41.0;L;DIY;S1;1;435649;KUHP_351;Ya;1/5/2024;5/1/2024;117;Tahap II
PIDUM-101031;Narkotika;Penuntutan;29.0;L;Banten;SMA;4;358854;KUHP_362;Tidak;4/18/2024;7/10/2024;83;RJ
PIDUM-101032;pencurian;Prapenuntutan;37.0;L;DIY;SMP;4;357637;UU_35_2009_112;Tidak;2/1/2024;4/13/2024;72;Tahap II
PIDUM-101033;KDRT;Prapenuntutan;34.0;L;Banten;SMP;1;257706;UU_23_2004_44;Tidak;1/16/2024;4/11/2024;86;P21
PIDUM-101034;Narkotika;penuntutan;34.0;L;Banten;SMA;1;1224172;KUHP_351;Ya;1/10/2024;4/14/2024;95;Tahap II
PIDUM-101035;Narkotika;prapenuntutan;28.0;L;Jabar;SMA;1;170060;KUHP_378;Tidak;5/23/2024;8/31/2024;100;P21
PIDUM-101036;Penganiayaan;Prapenuntutan;20.0;L;Jabar;SMP;2;289891;KUHP_378;Tidak;2/19/2024;5/26/2024;97;RJ
PIDUM-101037;Narkotika;Prapenuntutan;20.0;L;Banten;SMP;4;38142;KUHP_303;Tidak;6/3/2024;8/20/2024;78;Tahap II
PIDUM-101038;Penipuan;Penuntutan;37.0;L;Sumut;S1;4;71327;UU_35_2009_112;Tidak;1/9/2024;3/16/2024;67;RJ
PIDUM-101039;Penipuan;Penuntutan;31.0;L;Jatim;SMP;2;48980;UU_35_2009_112;Tidak;2/15/2024;4/23/2024;68;P21
PIDUM-101040;Penipuan;Penuntutan;nan;L;Sulsel;SMA;3;581905;UU_23_2004_44;Tidak;4/3/2024;6/9/2024;67;Tahap II
PIDUM-101041;;PENUNTUTAN;27.0;L;Sulsel;S1;2;12675;KUHP_378;Tidak;7/6/2024;11/3/2024;120;Tahap II
PIDUM-101042;;Prapenuntutan;28.0;L;Jateng;SMA;2;108846;KUHP_378;Tidak;2/16/2024;5/24/2024;98;P21
PIDUM-101043;Perjudian;Prapenuntutan;40.0;L;DKI;SMA;4;8154;KUHP_351;Ya;4/27/2024;5/2/2024;5;SP3
PIDUM-101044;PENIPUAN;Penuntutan;27.0;L;Jabar;SMA;1;70877;KUHP_378;Ya;9/17/2024;12/27/2024;101;Tahap II
PIDUM-101045;pencurian;Prapenuntutan;18.0;L;Banten;SD;1;99613;KUHP_351;Tidak;4/24/2024;7/15/2024;82;Tahap II
PIDUM-101046;Pencurian;Penuntutan;37.0;L;DKI;SMA;1;650093;KUHP_351;Tidak;2/1/2024;4/15/2024;74;SP3
PIDUM-101047;Pencurian;Penuntutan;nan;L;Jabar;SMA;3;241984;KUHP_378;Tidak;1/3/2024;3/2/2024;59;Tahap II
pidum-101048;Penipuan;Penuntutan;31.0;L;Jateng;D3;2;70746;UU_35_2009_112;Tidak;9/1/2024;12/29/2024;119;Tahap II
PIDUM-101049;Narkotika;Penuntutan;45.0;L;Sulsel;S1;6;472580;KUHP_378;Tidak;1/3/2024;4/24/2024;112;Tahap II
PIDUM-101050;Narkotika;Penuntutan;30.0;L;Jatim;S1;2;165683;KUHP_351;Tidak;9/6/2024;10/20/2024;44;P21
PIDUM-101051;Perjudian;Penuntutan;nan;L;Banten;S1;2;168985;KUHP_378;Tidak;3/31/2024;6/30/2024;91;Tahap II
PIDUM-101052;Perjudian;Prapenuntutan;20.0;P;Jateng;SMA;3;48890;UU_35_2009_112;Tidak;12/1/2024;1/6/2025;36;SP3
PIDUM-101053;KDRT;Prapenuntutan;29.0;L;Sulsel;SMA;3;60475;KUHP_378;Tidak;7/11/2024;7/30/2024;19;RJ
PIDUM-101054;Penganiayaan;Prapenuntutan;36.0;L;Sumut;SMA;1;47695770;KUHP_351;Tidak;1/11/2026;3/1/2026;49;P21
PIDUM-101055;Penipuan;Penuntutan;17.0;L;Jabar;SMA;2;170495;KUHP_378;Tidak;2/21/2024;6/9/2024;109;Tahap II
PIDUM-101056;Penganiayaan;Prapenuntutan;32.0;P;Banten;S1;2;175937;KUHP_303;Tidak;6/23/2024;10/14/2024;113;SP3
PIDUM-101057;  Pencurian  ;Penuntutan;31.0;L;DKI;SMP;5;762297;KUHP_351;Tidak;3/2/2024;6/5/2024;95;P21
PIDUM-101058;Pencurian;Penuntutan;nan;L;Sumut;S1;3;239199;KUHP_351;Tidak;3/19/2024;7/1/2024;104;SP3
PIDUM-101059;Penganiayaan;PENUNTUTAN;40.0;L;Sulsel;D3;3;10855;KUHP_378;Tidak;4/28/2024;8/1/2024;95;P21
PIDUM-101060;Narkotika;Prapenuntutan;34.0;L;Sumut;S1;2;211639;KUHP_378;Ya;9/5/2024;10/24/2024;49;P21
PIDUM-101061;Perjudian;Penuntutan;44.0;P;DIY;S1;4;38176;KUHP_378;Ya;5/11/2025;8/11/2025;92;Tahap II
PIDUM-101062;Pencurian;Prapenuntutan;22.0;L;Jatim;SMP;0;61946;KUHP_378;Tidak;6/24/2024;10/9/2024;107;Tahap II
PIDUM-101063;Penipuan;Prapenuntutan;32.0;L;Sulsel;SD;1;72245;UU_35_2009_112;Tidak;3/5/2024;6/18/2024;105;P21
PIDUM-101064;Narkotika;Prapenuntutan;31.0;P;Sumut;SD;3;83839;UU_35_2009_112;Tidak;3/6/2024;7/6/2024;122;P21
PIDUM-101065;Penganiayaan;Penuntutan;21.0;L;Jabar;SMP;2;41144;KUHP_351;Tidak;6/9/2024;9/20/2024;103;RJ
PIDUM-101066;Narkotika;Penuntutan;39.0;L;Jatim;SMA;2;199482;KUHP_362;Tidak;2/2/2024;5/1/2024;89;Tahap II
PIDUM-101067;  Penganiayaan  ;Prapenuntutan;51.0;L;Banten;D3;4;39703;KUHP_378;Ya;1/15/2024;5/11/2024;117;Tahap II
PIDUM-101068;Narkotika;Penuntutan;30.0;L;DIY;S1;0;232505;KUHP_362;Tidak;2/22/2024;5/5/2024;73;Tahap II
PIDUM-101069;Narkotika;Penuntutan;35.0;L;Sulsel;SMA;6;1524186;UU_23_2004_44;Tidak;2/10/2024;3/20/2024;39;P21
PIDUM-101070;Pencurian;Penuntutan;31.0;L;Jateng;SD;1;43072;KUHP_303;Ya;2/12/2024;4/20/2024;68;Tahap II
PIDUM-101071;Pencurian;Prapenuntutan;24.0;L;Jatim;SMP;3;122453;KUHP_303;Tidak;2/1/2024;3/17/2024;45;Tahap II
PIDUM-101072;NARKOTIKA;Prapenuntutan;15.0;L;DKI;SD;2;13049;UU_23_2004_44;Tidak;1/6/2024;2/22/2024;47;P21
PIDUM-101073;KDRT;Penuntutan;24.0;P;Jabar;SMA;1;120458;UU_35_2009_112;Tidak;1/3/2024;3/12/2024;69;Tahap II
pidum-101074;Penganiayaan;Prapenuntutan;590.0;L;Sulsel;SMA;1;309501;KUHP_303;Tidak;6/11/2025;7/24/2025;43;SP3
PIDUM-101075;  Penipuan  ;Penuntutan;46.0;P;DKI;SD;1;334582;KUHP_362;Tidak;3/7/2024;5/8/2024;62;RJ
PIDUM-101076;Penipuan;Prapenuntutan;29.0;L;Jatim;SMA;2;175845;KUHP_362;Tidak;2/28/2024;3/4/2024;5;P21
PIDUM-101077;KDRT;Prapenuntutan;27.0;L;Sulsel;SMP;0;396037;KUHP_303;Tidak;5/16/2024;8/7/2024;83;RJ
PIDUM-101078;Perjudian;Prapenuntutan;39.0;P;DIY;SMA;0;2076209;KUHP_362;Tidak;1/30/2024;4/14/2024;75;SP3
PIDUM-101079;Narkotika;Prapenuntutan;20.0;L;Jateng;SMA;4;901941;UU_23_2004_44;Tidak;12/25/2024;2/5/2025;42;P21
PIDUM-101080;Penipuan;prapenuntutan;24.0;L;Jateng;SMA;3;96517;KUHP_378;Ya;7/4/2024;10/13/2024;101;Tahap II
  PIDUM-101081  ;;Prapenuntutan;31.0;L;DKI;SMA;2;38135;KUHP_303;Tidak;1/12/2024;5/3/2024;112;SP3
PIDUM-101082;Penganiayaan;Penuntutan;40.0;L;Banten;S1;0;108428;KUHP_351;Ya;3/5/2024;3/15/2024;10;P21
PIDUM-101083;Penganiayaan;prapenuntutan;35.0;L;Banten;SMP;2;63134;KUHP_378;Tidak;9/10/2024;10/24/2024;44;SP3
PIDUM-101084;  Pencurian  ;Penuntutan;33.0;P;DIY;SMA;0;255594;KUHP_362;Tidak;12/13/2024;1/26/2025;44;Tahap II
PIDUM-101085;Perjudian;Penuntutan;31.0;L;Jateng;SMA;6;49951;KUHP_303;Tidak;3/16/2024;4/22/2024;37;RJ
PIDUM-101086;Perjudian;Penuntutan;34.0;L;DKI;SMA;4;151323;KUHP_362;Tidak;4/24/2024;8/10/2024;108;RJ
PIDUM-101087;Pencurian;Prapenuntutan;32.0;L;DKI;S1;1;376251;KUHP_378;Tidak;1/22/2024;3/29/2024;67;RJ
  PIDUM-101088  ;Narkotika;Penuntutan;21.0;L;Sulsel;SMA;3;147164;KUHP_351;Tidak;7/21/2025;9/23/2025;64;P21
PIDUM-101089;NARKOTIKA;Penuntutan;31.0;L;Sulsel;SMA;5;63176;KUHP_362;Ya;2/1/2024;2/6/2024;5;P21
PIDUM-101090;Pencurian;Penuntutan;21.0;L;DKI;SD;5;526925;UU_35_2009_112;Tidak;12/9/2024;3/19/2025;100;P21
PIDUM-101091;KDRT;Penuntutan;31.0;L;Sulsel;SMA;3;24860;KUHP_362;Tidak;5/5/2024;5/30/2024;25;RJ
PIDUM-101092;Pencurian;Penuntutan;26.0;L;Jatim;SMP;3;117266;KUHP_378;Tidak;4/22/2024;7/8/2024;77;RJ
